#####################################################################
# Alchemist log file - simulation started at: 2023-03-07T14:38+0000 #
#####################################################################
#
# seed = 5.0
#
# The columns have the following meaning: 
# time distance-border-intra-stdev-mean distance-border-intra-stdev-stdev distance-border-intra-stdev-max distance-border-intra-stdev-min distance-border-inter-mean-stdev distance-border-bubble-count distance-border-bubble-size-mean distance-intra-stdev-mean distance-intra-stdev-stdev distance-intra-stdev-max distance-intra-stdev-min distance-inter-mean-stdev distance-bubble-count distance-bubble-size-mean bycountry-intra-stdev-mean bycountry-intra-stdev-stdev bycountry-intra-stdev-max bycountry-intra-stdev-min bycountry-inter-mean-stdev bycountry-bubble-count bycountry-bubble-size-mean pm10-variance-intra-stdev-mean pm10-variance-intra-stdev-stdev pm10-variance-intra-stdev-max pm10-variance-intra-stdev-min pm10-variance-inter-mean-stdev pm10-variance-bubble-count pm10-variance-bubble-size-mean pm10-variance-border-intra-stdev-mean pm10-variance-border-intra-stdev-stdev pm10-variance-border-intra-stdev-max pm10-variance-border-intra-stdev-min pm10-variance-border-inter-mean-stdev pm10-variance-border-bubble-count pm10-variance-border-bubble-size-mean 
0.0 NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN
291.0291307207891 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0
1.080029016513079E7 8.910009478306367 11.482905445105125 89.90143960802601 0.0 16.963580255700897 235.0 13.408510638297875 9.199409001168922 11.203262266272677 87.41833069201458 0.0 14.356544823421958 201.0 15.676616915422898 10.747001435329933 13.74214621301433 89.90143960802601 0.0 19.820760371441494 108.0 29.175925925925924 8.520828924460377 10.192698848402415 46.55151420668181 0.0 41.19045487864935 126.0 25.007936507936478 8.24321320005899 10.021111967223657 46.55151420668181 0.0 37.61840127289651 173.0 18.213872832369955
2.160028930113086E7 8.465839277054261 11.816093312751605 108.16432608918674 0.0 14.019117198922686 217.0 14.520737327188932 8.593212484229971 11.470569634389449 102.35204520811388 0.0 12.6244505782757 190.0 16.584210526315772 11.546395767211596 13.574396173489868 66.51337954439887 0.0 17.859003932429445 66.0 47.742424242424235 7.476687733376648 11.160428573875523 51.51612395494628 0.0 58.04630350910688 91.0 34.62637362637364 7.757834609169273 10.660483818537125 51.51612395494628 0.0 53.053173988212215 128.0 24.6171875
3.240028843713093E7 8.168016658157729 9.473442092327295 56.96818992929141 0.0 13.645151131833048 230.0 13.700000000000006 8.390494670467186 9.576693908445451 54.89560325332098 0.0 13.125681321211918 204.0 15.446078431372534 11.558317701665805 12.88780653843474 56.96818992929141 0.0 17.32231675615246 65.0 48.476923076923086 6.371807730592837 9.080658158718848 46.24308988539868 0.0 38.418371567616006 92.0 34.25 6.873809673998181 8.486974560809251 46.24308988539868 0.0 37.1806942941078 132.0 23.871212121212118
4.3200287573130995E7 7.865417250119985 9.508866973721107 63.21661740699768 0.0 14.23112334403645 230.0 13.700000000000008 8.609495359554593 10.426477200314226 89.20717190074106 0.0 13.45239828644703 196.0 16.076530612244888 11.072595463365541 12.615560354859038 51.907611777205155 0.0 18.129061339885176 65.0 48.476923076923086 5.833984506570665 10.219571803520424 47.93532500806242 0.0 38.99651793163212 100.0 31.51000000000001 6.5803717733299925 9.407500884735782 47.93532500806242 0.0 37.50662204230623 142.0 22.190140845070427
5.4000286709131055E7 7.523690384644666 9.432229111805157 60.30945459750006 0.0 12.648423832050979 237.0 13.295358649789035 7.947735632308891 9.775480287949499 71.95915352793791 0.0 11.29889721307826 202.0 15.599009900990078 11.18536947659258 13.454816990125941 60.30945459750006 0.0 14.714480770673026 65.0 48.476923076923086 5.279438247278633 9.376489428451766 48.914837606223585 0.0 37.996723964126396 99.0 31.82828282828279 6.559306736389596 10.571388508539844 72.31096315781762 0.0 35.36284988288704 141.0 22.347517730496456
6.4800285845131114E7 7.883975477452466 9.205320387727404 55.95614047181917 0.0 12.721208482421057 245.0 12.86122448979592 8.08524662067101 8.48978865609282 52.04053180424508 0.0 11.938852074922504 204.0 15.44607843137253 10.93804892837923 11.699129371228329 55.95614047181917 0.0 15.697838218920321 65.0 48.476923076923086 4.348236005727394 7.965909800365178 46.24308988539868 0.0 37.73249182953208 107.0 29.448598130841066 6.660815626851908 9.562087937887554 47.75475711944853 0.0 35.66390882347679 142.0 22.19014084507042
7.56002849811312E7 8.277180498973754 11.184900490411328 94.95631474669807 0.0 20.091334880241366 247.0 12.75708502024291 8.46583127570994 10.807961476823191 91.88699606006249 0.0 16.70557089127599 208.0 15.149038461538469 12.506570263370158 17.408802246361585 95.38306479981507 0.0 31.245747985309276 65.0 48.476923076923086 7.328170513875269 12.871028708640164 74.82760691587772 0.0 42.21336193884409 112.0 28.133928571428545 7.235994214731538 11.3777943874533 74.82760691587772 0.0 42.334934454626605 153.0 20.594771241830074
8.640028411713128E7 8.324205528528504 11.78834736477768 103.53073831382683 0.0 17.81956404741493 244.0 12.913934426229511 9.022874630610398 11.763785542315187 98.803865644411 0.0 15.41034029304332 197.0 15.994923857868033 13.570979834024609 18.678450492534754 103.53073831382683 0.0 28.011569970632088 65.0 48.476923076923086 6.656927867336112 13.21670060825267 90.21003414360761 0.0 40.47609324434529 119.0 26.478991596638625 6.496689658934237 11.80505868073153 90.21003414360761 0.0 39.5578213092035 156.0 20.198717948717956
