#####################################################################
# Alchemist log file - simulation started at: 2023-03-07T14:38+0000 #
#####################################################################
#
# seed = 9.0
#
# The columns have the following meaning: 
# time distance-border-intra-stdev-mean distance-border-intra-stdev-stdev distance-border-intra-stdev-max distance-border-intra-stdev-min distance-border-inter-mean-stdev distance-border-bubble-count distance-border-bubble-size-mean distance-intra-stdev-mean distance-intra-stdev-stdev distance-intra-stdev-max distance-intra-stdev-min distance-inter-mean-stdev distance-bubble-count distance-bubble-size-mean bycountry-intra-stdev-mean bycountry-intra-stdev-stdev bycountry-intra-stdev-max bycountry-intra-stdev-min bycountry-inter-mean-stdev bycountry-bubble-count bycountry-bubble-size-mean pm10-variance-intra-stdev-mean pm10-variance-intra-stdev-stdev pm10-variance-intra-stdev-max pm10-variance-intra-stdev-min pm10-variance-inter-mean-stdev pm10-variance-bubble-count pm10-variance-bubble-size-mean pm10-variance-border-intra-stdev-mean pm10-variance-border-intra-stdev-stdev pm10-variance-border-intra-stdev-max pm10-variance-border-intra-stdev-min pm10-variance-border-inter-mean-stdev pm10-variance-border-bubble-count pm10-variance-border-bubble-size-mean 
0.0 NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN 0.0 NaN
1214.805363942926 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0
1.0801213941364013E7 8.447868690796488 10.712100683659536 88.8953567331119 0.0 16.150440055231503 226.0 13.942477876106203 8.619243472608645 10.465402526238522 87.08737111702504 0.0 13.533055389916546 197.0 15.994923857868033 10.352063980356029 13.040672065607932 88.8953567331119 0.0 19.106873773101494 111.0 28.387387387387392 8.680443650086826 9.650043890169341 46.346993630467885 0.0 40.406390046125715 111.0 28.387387387387353 9.03215735686662 10.845116611084444 54.79370700969997 0.0 37.02629073703248 152.0 20.730263157894747
2.1601213077364083E7 8.576902952935335 11.592852115484538 102.67584595934557 0.0 14.141730015463192 215.0 14.655813953488371 8.617880963440818 11.495956016382896 102.67584595934557 0.0 12.609316438755714 188.0 16.760638297872347 11.590825812102507 13.402812147090224 63.93165812999968 0.0 17.782641320199538 67.0 47.029850746268664 7.159680879162253 10.930559936206246 51.51612395494628 0.0 58.25420696973215 92.0 34.25 7.546133028870037 9.986706094718034 51.51612395494628 0.0 53.57284963293124 129.0 24.426356589147275
3.2401212213364154E7 8.104732411329119 9.348001105179563 64.4571773060488 0.0 14.28408603401699 229.0 13.759825327510915 8.213090293990895 8.919157774088298 57.34327149697432 0.0 13.344748213698855 192.0 16.41145833333332 11.376738561200737 12.933973110758185 64.4571773060488 0.0 17.971709664116336 65.0 48.476923076923086 6.206777474934935 8.671038418485962 46.24308988539868 0.0 39.49447635126163 95.0 33.16842105263154 6.916709971585963 9.319349443258107 61.07578075981969 0.0 38.45310429944834 139.0 22.669064748201443
4.320121134936421E7 8.083954482348975 10.392215379139264 89.20717190074106 0.0 14.596721726432989 227.0 13.881057268722463 8.448414841429274 9.117670154538327 52.35814007677902 0.0 12.879688362465247 180.0 17.505555555555553 11.007178728339628 12.906888788541107 54.82899008036266 0.0 18.134229951723192 65.0 48.476923076923086 5.819564672834067 9.160018341273032 46.24308988539868 0.0 39.57772830408145 100.0 31.51000000000001 6.56039877659727 9.184436839882272 46.24308988539868 0.0 37.49219156205677 145.0 21.731034482758613
5.400121048536427E7 7.5958657033169885 9.635168211007052 60.026831530230425 0.0 13.544854201247917 234.0 13.465811965811977 8.5362593224151 10.073363207943604 71.6556941017083 0.0 11.711290695413597 184.0 17.125 11.599927900449432 13.682547327214728 60.026831530230425 0.0 15.765939981220018 65.0 48.476923076923086 5.153068291952528 9.315876624540817 48.914837606223585 0.0 38.43822308530413 101.0 31.198019801980145 6.6666133683736 10.71791461394013 71.79592102386076 0.0 36.539169346849825 144.0 21.881944444444432
6.480120962136433E7 7.692036143282209 9.124099530777 63.21661740699768 0.0 17.618730239472832 246.0 12.80894308943089 8.177740773704395 10.352833412792538 92.56432626005983 0.0 13.897104020937487 200.0 15.755000000000004 11.24484747962381 13.080911383417996 75.14087937399803 0.0 18.371612202815662 65.0 48.476923076923086 5.275563763930917 9.202002442115573 46.24308988539868 0.0 39.23332246948589 107.0 29.448598130841066 6.420938088648362 9.244144589293544 46.24308988539868 0.0 37.329276801389724 144.0 21.881944444444432
7.56012087573644E7 8.539006902211131 11.503553884138883 92.45642107710454 0.0 20.346593105225924 241.0 13.074688796680492 9.17529269377119 11.233397393463658 89.50982017635432 0.0 17.027298697027053 196.0 16.076530612244888 13.013314624056477 17.28575037833704 93.22512026868777 0.0 31.189526818138564 65.0 48.476923076923086 5.9858814538662966 11.891643455533133 90.54907005593127 0.0 45.21663642325056 122.0 25.82786885245901 7.1481917162299995 12.14859889158096 90.54907005593127 0.0 44.654707957780126 160.0 19.693749999999987
8.640120789336449E7 8.734125948680552 11.991796371954312 103.77286697779843 0.0 18.4856275145106 232.0 13.581896551724142 9.378382334704416 12.040756576658119 101.49895331471025 0.0 16.989119893896458 190.0 16.584210526315772 13.824777141833133 18.825255259896846 103.77286697779843 0.0 28.74833039787442 65.0 48.476923076923086 6.012265622072754 13.125825708705486 106.48866589100236 0.0 52.31479617792831 118.0 26.703389830508442 7.360345793739993 13.095738644097374 106.48866589100236 0.0 50.30433414414553 150.0 21.00666666666667
