Name,Latitude,Longitude
PL0504A,50.4335,16.6537
PL0079A,52.0292,23.1494
PL0105A,51.2912,19.5176
PL0239A,50.1112,18.5161
PL0243A,50.7109,19.4588
PL0213A,51.9398,15.5189
PL0298A,54.194,16.1725
PL0594A,49.7843,22.7562
RO0195A,45.9134,21.1518
RO0196A,45.7367,21.2508
PT02018,40.5897,-8.67056
RO0083A,47.1568,27.5749
RO0084A,47.151,27.5819
SK0265A,48.9157,20.8739
RO0086A,47.2133,27.6111
RO0211A,47.2156,27.7687
RO0121A,45.7181,25.6242
RO0124A,45.3921,27.0446
RO0189A,47.6688,26.2814
PL0558A,54.1207,17.9759
PL0565A,50.429,21.2774
PL0212A,51.7997,16.3175
PL0046A,54.3678,18.7011
ES0010R,42.3192,3.31583
PL0552A,50.1594,19.4775
PL0128A,52.2859,20.4547
RS0042A,44.0599,22.1014
PL0242A,50.3165,18.7724
SK0214A,48.735,19.155
ES1821A,36.7398,-5.74372
ES1971A,38.1379,-4.90397
PL0245A,52.4203,16.8773
PL0031A,52.2256,18.269
PL0094A,52.1432,19.2332
PL0211A,52.1722,15.2067
PL0691A,50.5519,22.9829
ES1863A,28.977,-13.5476
ES0001R,39.5469,-4.35056
ES0007R,37.2372,-3.53417
PL0187A,50.7328,16.6481
PL0218A,50.3496,18.2366
PL0150A,53.2155,23.6422
PL0677A,50.2991,21.4409
PL0563A,50.8231,20.5335
PL0575A,52.4377,15.1224
PL0273A,49.971,19.8304
PL0671A,49.4836,20.029
PL0148A,53.1267,23.1559
ES1648A,36.2339,-5.6635
PL0295A,54.1678,19.4109
PL0014A,51.8351,20.7916
PL0686A,50.3419,16.8899
PL0622A,49.5113,21.4986
ES1989A,43.0414,-5.08972
PT04006,38.615,-7.3975
ES1897A,36.7278,-4.56095
RO0127A,45.2993,21.8721
PL0241A,50.0076,18.4555
PL0321A,50.5923,16.8198
PL0054A,50.9722,14.9413
PL0317A,50.9421,17.2913
RO0169A,46.4775,24.1014
RO0173A,46.8987,26.0341
RO0178A,44.8495,26.0235
ES1773A,41.2022,1.6722
PT03071,38.7689,-9.10806
PT03082,38.7389,-9.2075
PL0568A,49.7197,18.8267
RO0183A,47.6897,22.4585
RO0217A,43.6507,25.3636
PL0649A,52.9432,21.2882
PL0673A,52.0806,21.1112
PL0526A,50.8177,19.1174
PL0507A,51.2594,22.5691
ES1982A,42.0513,0.729556
PL0121A,49.6337,21.1168
PL0468A,53.1544,16.7596
ES1543A,40.735,-0.169444
PL0544A,51.0674,19.4487
PL0591A,51.6427,15.1278
PL0134A,52.1917,20.8375
ES1995A,39.5459,2.6997
PL0495A,50.0242,22.0106
RO0076A,46.7822,23.6306
PL0222A,50.4235,18.1207
ES1767A,28.0726,-16.653
PL0008A,50.2646,18.975
PL0151A,53.1814,22.0544
PL0443A,50.8622,21.053
RO0129A,44.7233,21.6335
RO0138A,45.8751,25.8044
PL0698A,50.8096,20.2661
ES1978A,28.4984,-13.8608
PL0580A,53.4935,18.7621
PL0064A,53.1341,17.9957
PL0252A,53.1218,17.9879
PL0684A,50.0294,18.6895
PL0682A,53.6946,19.9689
RO0168A,46.5336,24.5343
PL0236A,49.7381,18.6391
PL0184A,50.8364,19.1301
PL0681A,53.8285,22.3485
PL0234A,49.8135,19.0273
RO0095A,46.1811,21.335
PL0573A,52.2768,17.0741
PL0509A,51.4044,19.697
SK0407A,48.4367,17.0197
PL0581A,52.7931,18.241
PL0249A,53.4322,14.5539
PT01048,41.3714,-7.79083
RO0078A,44.3186,23.8062
PL0049A,54.3283,18.5578
PL0047A,54.4008,18.6575
PL0209A,52.7382,15.2287
PL0192A,50.7687,16.2697
ES1884A,39.6342,-0.265833
PT05008,37.0917,-8.24972
RO0080A,44.3268,23.7787
RO0206A,45.6967,27.2116
SI0008R,45.5611,14.8581
PL0072A,53.0176,18.6128
PL0582A,53.0123,18.6062
PL0096A,51.758,19.5298
PL0115A,51.8567,19.4212
PL0039A,50.0693,20.0535
PL0529A,50.286,19.1844
ES0094A,43.4054,-7.9886
ES0343A,43.6844,-7.43194
ES1967A,40.9556,-4.11056
PL0240A,50.0999,18.9902
PL0585A,50.9134,15.7656
PL0550A,49.6193,20.7144
ES2014A,42.0616,-7.4089
PL0567A,50.2468,19.0195
SK0008A,49.0792,19.3025
PL0104A,51.668,19.3687
ES1810A,40.2479,-4.2752
PL0175A,53.7892,20.4861
ES1778A,41.7793,2.35802
PT03096,39.3525,-8.46611
PL0502A,50.0202,21.0042
PT03094,38.5242,-8.89417
PT03101,38.8961,-9.04028
PL0138A,51.3991,21.1475
PL0494A,50.6769,17.9503
PL0136A,52.5509,19.7098
PT03063,38.6194,-9.08111
RO0101A,44.9788,24.7613
PL0244A,52.3982,16.9595
PL0171A,54.4636,17.0467
RO0093A,45.9664,23.5599
ES1441A,40.6372,-0.0911111
PT07001,38.605,-28.6314
RO0144A,45.4119,28.006
PL0688A,53.0419,18.595
RO0137A,44.2457,28.2717
ES1689A,40.0542,-0.468333
PT04002,38.0769,-8.79861
ES0009R,41.2742,-3.1425
RO0165A,47.7044,23.6284
PL0141A,52.1608,21.0338
RO0177A,44.9837,26.0152
PL0205A,52.6585,19.0593
PT04004,38.02,-8.6975
PT05012,37.3125,-7.67861
ES0624A,36.8475,-2.03819
RO0199A,45.6945,21.8931
RO0162A,47.6517,23.5705
RO0068A,44.3839,26.125
RO0077A,47.145,23.8774
PL0194A,51.1294,17.0293
PT03095,38.6586,-9.06694
ES1307A,43.177,-8.19442
PT02004,40.7586,-8.56722
PT02019,39.9239,-8.89167
PT03099,38.6356,-8.69056
RO0098A,44.8701,24.8546
RO0153A,46.3267,25.8113
PT04003,37.8711,-8.72389
RO0094A,46.1096,23.2264
RO0215A,43.7456,24.87
RO0200A,45.1795,28.7869
RS0033A,43.3226,21.919
RO0150A,45.0502,23.274
RO0096A,46.1905,21.3025
RO0161A,47.6521,23.5549
RO0119A,45.6496,25.6036
RS0044A,43.9021,22.2733
ES2067A,37.0047,-1.9344
ES1598A,43.2129,-3.1344
RO0073A,46.7783,23.6156
PT03089,38.785,-9.34722
RO0190A,47.9532,26.0681
RO0204A,45.0388,24.2986
RO0191A,43.9804,25.3125
RO0092A,46.0643,23.5635
RO0071A,44.3492,26.0308
RO0099A,44.8582,24.8715
ES1781A,36.6885,-6.11724
RO0114A,45.2631,27.9695
RO0213A,44.1968,27.3913
RO0170A,46.3338,24.3077
SK0007R,47.96,17.8606
RO0110A,47.0438,22.3319
RO0072A,44.649,26.1445
RO0082A,44.3422,23.7197
RO0175A,44.938,25.9951
RO0069A,44.4195,26.0336
RO0085A,47.1578,27.6127
RO0187A,46.1587,24.3385
RO0209A,43.8755,25.9317
ES0901A,43.2446,-8.3187
ES1035A,43.1866,-8.4716
ES1827A,39.6777,2.68665
RO0115A,45.2709,27.8892
RO0130A,45.3631,22.2432
RO0155A,45.8959,22.8987
RO0164A,47.6707,23.6142
RO0166A,44.6266,22.662
ES1860A,37.555,-6.03616
RO0179A,44.922,26.034
RO0182A,47.7975,22.8762
RO0188A,47.6493,26.249
RO0193A,45.7279,21.2048
RO0100A,44.8634,25.0074
RO0106A,46.2566,26.7929
RO0111A,47.1274,24.4955
RO0205A,46.6321,27.7309
RO0097A,46.1668,20.7366
RO0117A,45.1685,27.9226
ES1892A,41.444,2.23788
SI0003A,46.0655,14.5127
ES2005A,42.9536,-9.1861
RO0139A,44.9152,25.4665
RO0181A,47.1951,23.047
RO0198A,45.2579,21.2671
RO0157A,45.7347,22.9917
RO0158A,45.3728,23.278
RO0172A,46.9488,26.918
RO0125A,44.2042,27.3137
RO0087A,47.1357,27.6931
RO0192A,43.758,24.9018
RO0112A,47.7399,26.6585
ES1712A,43.2984,-2.9871
ES1160A,42.3508,-3.67556
ES1764A,28.3805,-16.372
RO0201A,45.1752,28.7744
RO0210A,43.9634,26.0369
RO0203A,45.0827,24.3698
RO0194A,45.7547,21.2349
RO0074A,46.775,23.5966
RO0174A,44.4295,24.3514
RO0141A,45.4204,28.0186
ES1651A,43.2561,-5.7759
RO0113A,45.2838,27.9711
RO0171A,46.9341,26.3893
ES1269A,43.3665,-5.833
ES1922A,42.0194,-4.53833
RO0197A,45.7776,21.2205
ES1451A,28.0316,-15.4091
SK0269A,48.3095,18.0768
RO0207A,43.9115,25.9721
ES1560A,37.1961,-3.61266
ES0005R,42.7206,-8.92361
ES2003A,28.4554,-16.2768
RO0107A,47.0687,21.9272
RS0035A,44.863,20.6443
RS0036A,44.8032,20.4002
ES1425A,37.3753,-6.00558
RS0038A,44.7175,21.1734
ES0822A,37.2796,-6.93807
ES1573A,28.1337,-15.4328
SK0013A,48.6669,18.5308
RS0031A,45.2386,19.8357
RS0037A,44.797,20.4753
ES1952A,28.1113,-15.5209
SK0021A,48.6806,17.3633
SK0031A,48.8864,21.6875
ES0633A,36.1747,-5.43277
ES1990A,40.5697,-6.22389
ES0694A,41.3922,2.0098
SK0001A,48.125,17.1256
SK0050A,48.7827,18.6281
ES1258A,37.2816,-6.83384
ES1370A,36.7431,-3.5173
ES1339A,41.219,1.72125
SI0036A,46.1311,14.9961
ES1816A,41.5472,2.44325
SI0037A,46.1439,15.0833
ES1472A,42.8072,-1.65139
ES2040A,37.1388,-1.8422
ES1643A,41.7667,-2.46667
ES1618A,40.9792,-5.66528
ES1549A,36.7697,-2.81097
ES1620A,36.6609,-6.11449
ES1445A,39.9819,0.0105556
ES1124A,41.1595,1.2397
ES0629A,36.1856,-5.48893
ES0006R,39.8753,4.31639
ES1074A,36.2039,-5.38371
ES1161A,42.6039,-5.58722
ES0316A,40.9467,-0.29083
ES1094A,39.8749,4.2586
ES1851A,42.0979,1.84824
ES0017R,37.0519,-6.55528
ES1926A,39.4811,-0.4083
ES0824A,43.3069,-5.7057
ES1829A,39.6331,2.63044
ES1131A,28.4622,-16.2619
ES0712A,36.1754,-5.48083
ES0115A,40.4242,-3.71222
ES1492A,42.8561,-2.66779
ES0008R,43.4392,-4.85
ES0011R,38.4728,-6.92361
ES0014R,41.3939,0.73472
ES1428A,39.9592,-0.0361111
ES0557A,36.1862,-5.38081
ES1637A,36.1617,-5.44255
ES0894A,36.2044,-5.40471
ES0016R,42.6347,-7.70472
ES1837A,41.6483,-0.88389
ES2018A,39.7822,-0.359167
ES1785A,36.9231,-2.46322
ES2038A,28.4593,-16.2702
ES0777A,43.0935,-8.4964
ES0961A,42.4275,-8.6769
ES1760A,28.1125,-16.5776
ES1762A,28.0473,-16.536
ES1763A,27.8013,-15.4612
ES0556A,36.1794,-5.37697
ES0634A,36.212,-5.43027
ES1925A,36.1801,-5.3825
ES1072A,36.1594,-5.34836
ES1256A,37.2602,-6.92546
ES1798A,43.3542,-8.4249
ES1864A,28.9903,-13.5166
ES1546A,37.2522,-1.77083
CH0005A,47.4029,8.6134
CH0013A,47.3868,8.53981
ES0893A,36.1821,-5.41141
ES1418A,41.7628,-1.14333
ES0365A,42.7036,-4.82722
ES2084A,42.6563,-8.10712
ES1691A,39.9306,-0.603333
ES1793A,37.1041,-6.73408
ES1421A,40.3364,-1.10667
ES1664A,36.1362,-5.45343
ES2021A,28.463,-16.2649
ES1627A,37.9756,-1.23083
ES1579A,43.2644,-4.06278
ES1591A,42.5586,-6.72556
ES1790A,42.5428,-6.58472
ES1996A,37.1934,-1.9854
TR020141,37.7606,38.2783
TR070141,36.8876,30.7028
TR080141,41.1753,41.8183
TR250311,39.8677,41.2753
TR340241,41.0203,28.6695
ES1658A,37.2715,-6.92462
ES2041A,41.9161,0.191101
ES1979A,28.6677,-17.7756
ES2066A,36.9581,-2.1592
ES1175A,42.7153,-7.44944
ES1557A,43.2597,-8.555
ES1279A,38.682,-4.08858
TR200241,37.7816,29.0872
TR341641,41.0539,29.01
TR410221,40.7887,29.5372
ES1973A,37.1356,-3.61925
ES1883A,42.4578,0.18194
ES0825A,43.3067,-5.6897
ES1353A,43.2941,-5.6796
ES1619A,39.4781,-0.368333
ES2048A,43.3774,-8.4369
ES1806A,40.2876,-3.2211
TR360141,40.605,43.1045
TR380131,38.7235,35.4696
TR420141,37.8601,32.4753
TR470141,37.3209,40.7241
TR500141,38.616,34.7025
TR530213,41.1274,41.0476
ES2075A,43.3457,-5.9697
ES1741A,27.7637,-15.5639
ES1137A,42.219,-8.7421
ES0785A,37.2672,-6.91905
ES1649A,42.176,-1.744
ES1832A,41.9328,-4.47
ES1855A,41.0095,0.912876
ES1246A,38.9138,1.4143
ES1518A,39.8396,3.02705
ES0873A,28.0351,-15.4163
TR540141,40.7668,30.3939
TR680141,38.368,34.0133
ES1980A,28.686,-17.7646
ES1766A,28.1451,-16.5237
ES1047A,41.6514,-0.91611
ES1122A,41.1936,1.2367
ES2011A,41.4008,1.99963
ES1745A,27.8976,-15.445
ES1759A,28.451,-16.2777
ES1530A,43.0119,-4.13556
ES1162A,41.3164,-4.90917
ES1744A,27.8691,-15.3872
ES1756A,28.3767,-16.3619
GB0037R,53.4034,-1.75201
ES0886A,28.0299,-15.4161
ES2074A,28.4754,-16.2585
SE0053A,56.0473,12.6913
TR040141,39.7214,43.0396
ES1438A,41.3853,2.15382
ES1779A,42.44,-2.239
ES1920A,28.3372,-16.3997
ES1976A,28.4618,-16.2766
ES2022A,28.3802,-16.3683
ES2025A,28.5062,-13.849
TR240141,39.743,39.495
TR250241,39.9184,41.2703
ES1563A,40.4793,-3.37795
GB0583A,54.5693,-1.22087
GB0735A,56.0103,-3.7044
ES1039A,43.3558,-4.06361
ES1577A,43.4208,-3.84111
ES1397A,42.0033,2.28727
ES1812A,41.2784,1.17992
ES1817A,41.5267,2.1838
TR342341,40.89,29.2075
TR342541,41.0136,29.1622
TR350341,38.4322,27.1444
ES1531A,43.1533,-4.25306
GB0841A,53.5863,-0.636811
ES2053A,28.0901,-17.1181
ES1910A,41.3031,1.99152
ES1964A,41.3866,2.05739
ES1287A,42.7953,-4.84083
TR420441,37.9159,32.5002
TR550341,41.5624,35.9074
ES1858A,40.0619,-2.1297
ES1963A,40.1192,-3.83279
GB1055R,51.1496,-1.43823
ES1578A,43.3825,-3.22056
ES1437A,40.6917,0.0847222
TR590341,41.3183,27.9802
ES1856A,41.4261,2.14799
ES1986A,41.6656,-3.68889
ES1987A,42.9519,-3.47528
ES2029A,40.6647,-4.70083
ES1120A,41.1159,1.19198
ES1824A,37.7844,-3.81032
ES1117A,41.1121,1.15182
ES1602A,42.464,-2.428
ES1772A,28.3934,-16.3581
ES1123A,41.1549,1.21772
ES1624A,38.2422,-0.682778
ES1867A,43.4815,-8.24312
ES2012A,41.4153,1.99052
ES1185A,39.6672,-0.234722
TR010441,36.9992,35.3124
TR100141,39.6339,27.8959
TR100411,39.5996,27.004
ES1366A,42.4047,-8.6703
ES1278A,38.6893,-4.11151
ES1948A,40.9396,0.831337
ES1670A,39.5586,-1.28139
ES1096A,42.353,-7.8779
ES1536A,40.571,-3.2646
ES1181A,39.4811,-0.447222
ES1387A,39.9628,-0.233333
TR600241,40.6718,36.5616
ES1687A,40.0622,0.0727778
ES1443A,42.3361,-3.63611
TR770141,40.6533,29.26
GB0598A,50.9081,-1.39578
GB0613A,53.4815,-2.23788
ES1275A,41.689,2.49575
ES1018A,41.5561,2.0074
ES1572A,43.3727,-5.8728
ES1912A,39.4575,-0.342778
ES1440A,42.2103,-8.7365
ES1685A,40.0519,-0.189722
ES1688A,39.8922,-0.065
SE20484,55.8685,12.8283
ES1911A,39.7053,-0.336667
ES1625A,39.5094,-0.417778
CH0002R,46.8131,6.94448
ES1803A,40.6339,-4.01425
GB0566A,51.5223,-0.125889
ES1955A,28.9679,-13.5559
TR160341,40.0809,29.5002
ES1713A,43.2549,-2.9023
TR250413,40.0335,41.5721
TR350641,38.498,27.0678
TR410741,40.726,29.7946
TR411122,40.7042,29.8845
TR430341,39.428,29.9697
TR520141,40.9834,37.8784
TR690141,40.2595,40.2265
TR760213,39.7868,44.621
ES1271A,43.5388,-5.6989
TR110241,39.9039,30.053
TR200141,37.7664,29.0971
TR210141,37.9153,40.225
TR230141,38.6746,39.2117
TR240231,39.7464,39.4971
TR280241,40.9144,38.3986
TR342041,40.9919,29.0336
TR342141,41.0877,28.9828
TR350741,38.3958,27.0828
GB0906A,51.5839,-3.77082
ES2061A,42.4259,-8.644
ES1877A,39.9453,-0.0563889
GB0777A,53.3463,-2.84433
ES2004A,28.0263,-15.4147
ES1439A,42.2029,-8.747
ES1970A,39.4503,-0.396389
ES2050A,43.1478,-8.545
ES0880A,43.5512,-5.9197
R0602041,39.9989,32.8562
TR270141,37.0586,37.3509
ES1225A,41.6158,0.615726
TR341841,41.0383,28.8881
TR350213,38.2034,26.8329
TR350541,38.4692,27.2214
TR540422,40.755,30.6502
TR750141,41.1108,42.7011
ES1268A,43.3583,-5.8664
ES1529A,43.4678,-3.79028
GB0567A,54.5996,-5.92883
TR010113,37.1864,35.2619
TR310222,36.7141,36.2239
TR340341,41.0923,28.9748
ES1819A,38.9075,-6.33806
TR342741,40.9989,28.8267
TR350441,38.4622,27.1667
TR390213,41.5634,27.7775
TR410141,40.7658,29.9513
ES0339A,43.6863,-7.50778
TR520341,40.9737,37.9075
TR580141,39.7487,37.0256
TR580341,39.7438,37.0018
TR600441,40.3856,36.0828
ES1907A,43.3023,-8.506
TR610241,41.0046,39.7317
TR800141,37.0733,36.2413
ES1617A,39.15,-0.457778
ES0805A,43.2411,-2.8837
ES1886A,39.4272,-0.783889
ES1961A,43.6694,-7.3789
ES0879A,43.5503,-5.8989
ES1423A,37.6936,-1.06472
ES1234A,43.3353,-8.472
ES1359A,43.313,-7.6937
ES1958A,43.4454,-7.9181
ES1499A,43.0481,-2.19138
GB0584A,53.8038,-1.54647
ES2068A,43.0819,-1.9127
ES1349A,43.1441,-2.96337
ES1497A,43.2675,-1.9777
ES1358A,43.5378,-5.6461
GB0682A,51.5225,-0.154611
ES1988A,42.5753,-5.56639
ES1857A,38.9939,-3.9378
ES1684A,41.4921,2.0425
ES1992A,41.3875,2.11515
ES1244A,43.2675,-2.9352
ES1537A,40.6298,-3.17159
ES1889A,40.9608,-5.63972
ES1634A,36.1732,-5.34194
ES1914A,38.4547,-0.803333
ES1901A,42.8878,-8.5311
ES1905A,42.9979,-7.5509
ES1125A,41.7303,1.82531
ES1836A,41.6422,-0.86194
ES1750A,36.7196,-4.4475
ES1697A,43.3094,-2.0109
ES1975A,28.4582,-16.2788
ES1818A,39.8681,-4.0208
ES1623A,38.7064,-0.466944
ES1885A,39.4803,-0.3364
CH0008A,47.5411,7.58328
ES1997A,40.0778,-6.14722
TR050241,40.8743,35.4575
ES2007A,37.5744,-0.926667
ES1749A,42.8981,-2.1731
TR170313,40.4031,26.7706
TR220213,41.6591,26.5373
TR340141,41.0955,28.7899
TR350941,38.3825,27.1483
TR550441,41.2632,36.3524
TR550521,41.2235,36.4551
TR570141,42.0296,35.1549
ES1138A,43.3671,-8.4206
TR050141,40.6675,35.8355
ES0584A,41.482,2.1883
TR160512,40.1957,29.0459
CH0010A,47.3776,8.53041
ES1983A,41.3218,2.08214
TR490141,38.7486,41.5095
TR100313,40.4897,27.9786
TR220141,41.6592,26.585
TR760141,39.9261,44.0536
TR340741,40.9845,29.2688
TR350141,38.3144,27.1373
ES1960A,43.4916,-8.2522
TR370141,41.3674,33.765
TR400141,39.1484,34.1593
TR510141,37.9667,34.6833
TR620141,39.1011,39.5467
GB0839A,55.9456,-3.18219
ES1239A,39.4561,-0.375833
ES0201A,43.4539,-7.8478
ES1802A,40.909,-3.4679
ES1174A,42.7261,-7.45194
ES1957A,43.3828,-8.4092
ES1826A,39.5514,-0.460833
ES1820A,38.4292,-6.395
ES1968A,38.3511,-0.513889
ES0651A,37.6033,-0.913333
ES1753A,42.34,-2.059
ES1662A,42.3083,-1.8083
ES0588A,43.3205,-3.07414
ES1661A,42.0747,-1.6269
ES1959A,43.4708,-7.8398
ES2015A,42.1814,-8.5239
ES2085A,42.0607,-7.7299
ES1489A,42.8752,-3.2317
ES1490A,43.1683,-2.63794
ES1671A,39.7081,-0.831944
ES1635A,38.3594,-0.471944
ES1746A,42.341,-2.232
ES1915A,38.3403,-0.506667
ES1285A,43.5329,-7.7377
TR160613,40.2234,28.8715
ES1424A,43.5589,-5.9275
ES0587A,43.3207,-3.11272
ES2006A,43.0089,-9.1189
ES2049A,43.116,-8.3513
TR340411,41.0746,29.059
ES1656A,37.7826,-3.78157
ES1929A,41.3215,2.09773
TR530141,41.0217,40.5328
TR540331,40.7907,30.3969
ES1834A,39.9889,-0.0261111
ES1755A,42.5806,-1.2825
TR560141,37.9319,41.9351
TR610613,40.6173,40.2981
TR770212,40.7006,29.5079
ES1849A,38.2592,-0.7175
ES1615A,39.4728,-6.36028
ES1479A,36.506,-6.26857
ES1393A,36.8413,-2.44672
ES1601A,38.8876,-7.01145
ES1974A,43.5166,-5.6707
ES1799A,37.8926,-4.76234
ES2047A,37.8926,-4.7801
ES1182A,38.9667,-0.19
ES2030A,36.511,-4.863
ES1573A,28.1337,-15.4328
ES1270A,43.5352,-5.6583
ES0110A,43.3027,-2.97724
ES1921A,37.6031,-0.975278
ES1480A,41.3987,2.15339
ES1272A,43.5299,-5.6735
ES0890A,37.3945,-6.0031
ES1426A,40.4081,-3.64528
ES1919A,28.0036,-15.4119
ES1568A,40.3242,-3.87677
ES1653A,37.2845,-5.91384
ES1422A,40.4192,-3.70333
ES1610A,39.5701,2.65583
ES1740A,42.8122,-1.64
ES0118A,40.4217,-3.68222
ES1999A,41.9764,2.81655
ES1638A,37.3472,-5.97963
ES1868A,42.876,-8.5591
ES1644A,37.3881,-5.99149
ES1859A,39.9586,-4.8457
ES2063A,42.2224,-8.7111
GB0620A,51.521,-0.213492
SE155531,55.3729,13.1575
ES1593A,36.4606,-6.20307
ES1580A,43.4606,-3.80861
ES2064A,41.6592,-0.9068
ES1927A,41.5097,-5.74639
ES1696A,43.3028,-1.98444
ES1641A,41.6353,-0.89361
ES1666A,41.1174,1.24165
CH0005R,47.0674,8.46333
TR100241,40.3479,27.975
TR170221,40.0292,27.0498
CH0041A,46.9764,7.47872
TR330141,36.8061,34.635
ES1903A,41.3135,2.01382
R4101241,40.8108,29.4366
R4101322,40.8458,29.4251
TR480141,37.2158,28.3572
TR570241,41.4612,34.777
CH0011A,46.0111,8.95717
TR590522,41.1807,27.8154
TR110141,40.1411,29.9778
TR340841,41.102,28.872
SE0054A,55.7008,13.2008
TR341431,41.0147,28.9547
TR380321,38.7403,35.3753
TR410641,40.771,30.0077
TR420241,37.9447,32.508
TR060641,39.9254,32.9268
TR090141,37.8544,27.818
TR180141,40.5997,33.6169
TR010341,37.0041,35.344
TR160141,40.2344,29.0381
TR170141,40.1369,26.4058
TR610341,41.0143,39.5923
TR341031,41.0024,28.8387
TR341541,41.0577,28.9457
TR120141,38.8839,40.5036
TR320141,37.777,30.5471
TR790141,36.7152,37.1271
TR350841,38.4542,27.1097
TR390141,41.7245,27.2145
TR450141,38.6153,27.4048
GB0617A,51.4562,0.634889
CH0033A,46.1604,8.93394
TR390441,41.3984,27.3459
TR410521,40.7881,29.5246
TR411021,40.746,29.7888
TR610541,40.9992,39.6931
TR650141,38.5073,43.3706
TR550241,41.3254,36.2966
TR600141,40.3263,36.5552
TR030141,38.7518,30.5429
TR040341,39.2366,42.853
TR150141,37.723,30.2944
TR160231,40.1856,29.0805
TR770313,40.5293,28.7846
TR190141,40.5542,34.9631
TR250141,39.8982,41.2726
TR280141,40.9072,38.362
TR310141,36.2079,36.1524
GB0043R,51.7818,-4.69146
TR341131,41.0244,29.0997
GB0038R,50.7937,0.18125
TR380241,38.7249,35.5156
TR590441,41.156,27.8111
R0601941,39.8711,32.8578
TR190321,40.5314,34.9443
GB0045R,52.2985,0.290917
TR440141,38.35,38.3419
GB1060A,55.0028,-7.33118
TR720141,37.9006,41.1289
GB0681A,53.5629,-1.51044
GB0645A,51.4771,0.317969
GB0646A,52.9547,-1.14645
GB0050A,36.1333,-5.35318
TR760141,39.9261099994713,44.05361
TR460241,38.203839999477836,37.19834
MK0031A,41.97832999946598,21.470000000000002
TR030141,38.75182999947554,30.542910000000003
MK0043A,41.999169999465956,21.44084
TR420341,37.86818999947932,32.51631
TR060641,39.925379999471296,32.92676
TR810141,40.84554999946858,31.14805
TR600241,40.67177999946905,36.56163
TR060831,39.92726999947131,32.85941
TR190231,40.5465499994694,34.967290000000006
MK0036A,42.13555999946569,21.714739999999995
TR380131,38.723549999475665,35.46961
TR160141,40.23442999947032,29.03806
MK0030A,42.00360999946594,21.46362
TR420141,37.860089999479364,32.47526
ME0001A,43.355033869999986,19.358100890000003
TR240141,39.7430399994719,39.49502
MK0048A,42.00599999946595,21.387
TR600441,40.385599999469875,36.08279
TR590231,40.97726999946824,27.503240000000005
TR160231,40.18564999947047,29.080490000000008
PL0005R,54.124818999490486,22.038056
TR050431,40.65721999946909,35.83796
TR600331,40.31865999947008,36.5521
TR510141,37.96665999947888,34.68334
TR341931,40.99430999946819,29.06945
TR490141,38.74858999947555,41.509479999999996
TR450241,39.18140999947388,27.612910000000003
TR300141,37.574389999480694,43.738730000000004
TR340241,41.02027999946813,28.669549999999994
TR010341,37.00410999948351,35.34404
TR410831,40.76810999946879,29.938120000000005
TR800141,37.07330999948315,36.24127
TR380321,38.74026999947559,35.37526999999999
TR580231,39.74728999947189,37.01315
TR050341,40.8368299994686,35.65183
TR190321,40.53142999946945,34.9443
TR040141,39.721369999471975,43.039649999999995
PL0008A,50.26461099947242,18.975028
RS0041A,44.273049,19.899006000000004
TR610141,41.00597999946817,39.71232
MK0044A,41.44055999946711,22.007229999999996
TR570241,41.461209999467066,34.77701
TR060741,39.96725999947117,32.86282
TR550521,41.223509999467616,36.45508
TR630141,37.16043999948271,38.78697
MK0047A,41.99199999946595,21.42299999999999
TR200141,37.7663899994798,29.09706
TR700141,37.11637999948294,33.1325
TR580141,39.748719999471874,37.02565
TR060441,39.96772999947116,32.79566
TR150141,37.72301999947999,30.294449999999998
MK0041A,42.00443999946594,20.96807
TR310141,36.207889999487755,36.152390000000004
TR470141,37.32088999948193,40.72410000000001
PL0012A,50.05767799947171,19.926189
TR480141,37.215829999482445,28.357220000000005
BA0002A,44.20222,17.9005
MK0038A,41.03027999946809,21.33667
TR360141,40.60503999946925,43.10448000000001
TR060941,39.97202999947115,32.58516
TR100141,39.63387999947228,27.89585
TR540231,40.76929999946878,30.409900000000004
TR060231,39.936939999471264,32.87816000000001
TR420241,37.944719999478984,32.50805
TR190141,40.55416999946937,34.963089999999994
TR220341,40.851209999468566,26.63529
TR060541,39.896439999471376,32.84079
TR450141,38.6153499994761,27.40478
TR160341,40.0808899994708,29.500240000000005
TR770141,40.65332999946911,29.259999999999998
TR540141,40.7668399994688,30.39385
TR410141,40.7658199994688,29.95125
PL0031A,52.225632999480425,18.269035999999996
PL0039A,50.06930799947175,20.053492
TR440141,38.3500399994772,38.34188
TR680141,38.368049999477144,34.01333
TR550631,41.28745999946748,36.329240000000006
TR380241,38.72488999947566,35.51561
TR160421,40.19541999947045,29.2054
TR410913,41.13074999946785,30.00658
TR170221,40.029249999470956,27.049799999999998
TR340141,41.09551999946794,28.789860000000004
TR520441,41.12143999946786,37.280269999999994
TR550441,41.26320999946751,36.35236
BG0078A,42.141186,24.787952000000004
MK0045A,41.987439999465984,21.652500000000003
TR110241,39.903949999471365,30.052950000000006
BA0037A,44.19899999999999,17.9127
TR460141,37.584919999480654,36.89849
PL0045A,54.35333599949185,18.635283
TR430141,39.41880999947303,29.98587
TR410221,40.78871999946874,29.537180000000003
TR720141,37.90060999947918,41.12894000000001
TR060141,39.918319999471315,32.8229
BG0040A,42.73229199999999,23.310972
TR330141,36.80609999948453,34.63501
