Name,Latitude,Longitude
ES1818A,39.868059999999986,-4.02083
PT03071,38.768889,-9.108056
DENW200,52.005624,8.552804
PL0666A,51.37912799947666,20.282169000000003
BG0055A,42.432356,25.637389
BETN060,50.61671840219225,3.45762442718173
CZ0BBNE,49.25554275512696,16.62049674987793
IT0870A,41.75,13.149721999999999
IT1977A,42.5175,14.14833
PL0667A,51.97166399947923,18.790350000000004
DEBE068,52.513606,13.418833
DEHB011,53.585262,8.59876
IT1706A,44.313056,8.477222
RO0162A,47.65198999946555,23.570489999999996
DEBB054,52.393932,13.037474
DETH091,51.205465999999994,10.448476
FR25051,49.91800700000001,1.073972
DENW207,50.773126,6.09576
FR18079,49.877219999999994,2.2825
ES1535A,38.979279999999996,-1.85213
BETR817,51.17713088819042,4.41794863777773
RO0188A,47.64918517946556,26.249050139999998
AT10035,46.94203599946449,16.148271999999995
AT10008,48.000971999466216,16.862966999999998
AT32302,48.20129999946664,15.620400000000002
CZ0ASTO,50.0461311340332,14.331413269042969
ES1572A,43.3727,-5.8728
IT2090A,39.65176,16.54677
BELSA04,51.31392889454109,4.40386813974961
IT1887A,44.413889,8.911944
AT90FLO,48.261085999466765,16.396954
FR03021,43.524074999999996,5.448164
ES0805A,43.24111110999999,-2.8841666600000004
FR25048,49.42805500000001,1.057778
ES1954A,28.383096000000005,-16.57067
ES1370A,"36,7431200000","-3,5173000000"
NL00496,51.97805599947927,4.121388999999999
IT2061A,43.73056,12.63639
CZ0UKRU,50.69667053222656,13.847691535949707
FR03071,43.13110999999999,5.924184
DERP046,50.431398,7.460812
RO0133A,44.31235122946328,28.6231308
DEST112,52.13174200000001,11.631919
LT00023,56.30972289950484,22.331390380000002
SE135020,59.37818499952981,13.498061999999997
FR10041,50.74823,2.25978
DEBB007,51.462734,13.526796
FR04319,48.95555,2.575278
CZ0UULK,50.68352508544921,14.041194915771484
DENW181,51.443012,8.360714
FR02029,43.399548,5.113214
IT1346A,37.09125,15.286222
SE0027A,59.34082699952947,18.058254
FR20029,45.6639,4.845899999999999
FR31005,44.84138999999998,-0.579722
FR11030,50.532032,2.839
DEMV022,54.09261999999999,12.099553000000002
DENW329,51.033834,6.451483
DEST103,52.12076,11.632669
NO0103A,60.79088999954314,10.696700000000002
PT02019,39.923889,-8.891667
CH0011A,46.01111134558411,8.957173563178477
IT2131A,45.73972,13.47639
FR02008,43.40194999999999,4.981919
DEBY110,48.37023700000001,10.896221
AT90AKC,48.21951699946668,16.345551999999998
NL00937,53.21805572948541,6.57889986
FR33122,45.53582999999999,6.4711110000000005
DEBB086,52.34970299999999,13.424304
DEHE040,49.86945699999999,8.653745
IT1943A,44.31493999999999,9.323611
BETR223,50.620670879237586,5.5164047551429904
IT1193A,40.984099999999984,15.639965000000002
DESN061,51.06492999999999,13.741397
ES1096A,"42,3519000000","-7,8769000000"
IT1598A,41.62832999999999,15.909439999999998
CZ0LRAD,50.62455368041992,15.078476905822754
IT0887A,41.99555999999999,12.72639
IT1592A,42.7625,11.110000000000001
IT1836A,41.906389,12.4475
IT2166A,42.34611,14.137780000000001
SI0043A,46.36029999946382,15.111900000000002
ES2027A,41.45131069,2.248236084
FR10016,50.94729,1.84308
IT1145A,44.312777999999994,8.473056
FR03014,43.34804999999999,5.360119
ES2080A,28.98286999999999,-13.514030000000002
ES1944A,"40,4941666600","-3,6602777700"
CH0033A,46.1603950441395,8.933943129931148
NL00445,52.074999999479715,4.316125
AT60107,47.04472222168683,15.152777777777782
DEHE020,50.567184999999995,8.500619
IT1617A,40.42332999999999,17.84639
FR20062,45.75773199999999,4.854213999999999
ES0692A,41.370504108,2.114973082
AT60179,47.282859999464954,15.971852
FR06003,50.37821999999999,3.06586
FR41020,42.700095999999995,9.451768999999999
ES1358A,43.5378,-5.6461
BETR502,50.42899539329509,4.45868085802172
ES1618A,40.97916666,-5.66527777
PL0668A,49.96666699947139,19.146061
IT0620A,37.10247199999999,15.265639
IT2052A,37.529257,15.081122
DENW021,51.52596299999999,6.976908
DEBW098,49.49256,8.47204
DEHH026,53.56063199999999,9.957236
CZ0CCBD,48.984386444091804,14.465683937072756
FR04099,48.84055699999999,2.484444
NL00487,51.89111327947889,4.48111105
AT10001,47.839999999465924,16.528059999999996
NO0106A,59.13811999952767,9.652119999999998
CZ0ALIB,50.007305145263665,14.44593334197998
AT4S406,48.164999999466566,14.035556000000001
DK0030A,55.69833373950052,12.55333614
DENW024,51.49652700000001,6.981045
FR20031,45.7078,4.8644
DEBW015,49.165508,9.224786
NL00741,51.84888899947868,5.858061000000001
ES2054A,43.570499999999996,-5.9583
DEST075,51.475164,11.983406
IT2019A,41.45389,15.54778
DENI048,52.359477999999996,9.715499999999999
CZ0TBRS,49.98747634887694,17.469480514526367
DENW112,51.43770799999999,6.771801
FR02026,43.584694,5.006452
SK0268A,48.59955799946752,18.842461
LV0012A,56.523174999506395,21.004694000000004
ES2039A,43.51979999999998,-8.150200000000002
DESN084,51.02629399999999,13.731608
BETR001,50.84966548846563,4.33381970771201
ES1990A,40.569722219999996,-6.2238888800000005
IT1618A,40.643890000000006,17.94806
ES2061A,"42,4259320000","-8,6439950000"
CZ0BKUC,48.881355285644524,16.085817337036136
CZ0EUOR,49.980354309082024,16.422122955322266
DEHH081,53.529157999999995,9.981598999999997
FR12054,43.64305499999999,1.46765
AT31703,48.35333332946697,15.746944440000002
DERP045,50.359605,7.592515000000001
ES1956A,28.645396,-17.771554
FR04156,48.90250399999999,2.4525
DEST095,51.759516,11.449471
RO0134A,43.81516265946355,28.582515720000004
IT1496A,40.84936,14.23111
DEST092,51.867471,12.59827
FR04150,48.891388,2.240556
AT60198,47.04722199946463,16.078888
ES1193A,"40,4200000000","-3,7491666600"
ES1790A,42.542777769999994,-6.58472222
FR02013,43.458926999999996,4.934571999999999
PL0669A,50.019035999471576,20.016822
NL00237,51.44527999947693,5.4289
DERP009,49.99497499999999,8.273965
IT1504A,40.68389,14.76972
FR04143,48.859,2.351
DENW337,51.097638,6.469463
IT2003A,41.316669999999995,16.28611
LT00002,54.68611144949389,25.210834500000004
ES1439A,42.2028,-8.7469
DENI075,52.266729999999995,10.54055
AT4S217,48.20944444391112,14.436944444444444
ES1418A,41.76278,-1.14333
DEBB064,51.746848,14.33447
DENW375,51.43314199999999,7.333622
IT0957A,41.931389,12.659167
IT1184A,41.53138899999999,12.946111
IT1510A,45.93034,8.56548
IT1551A,43.75694,11.19278
IT1576A,39.20333299999999,8.386111
IT1900A,42.95167,12.70778
IT1906A,41.893889,12.475278000000001
IT2012A,41.875556,12.345
IT2100A,43.133055999999996,12.205833
PL0670A,50.10056899947184,20.122561
PT01055,41.187777999999994,-8.671944
ES1625A,39.50944444,-0.41777777000000005
ES2069A,43.5229,-5.689500000000001
NL00546,52.42021899948135,4.832064
ES1947A,"40,5005555500","-3,6897222200"
ES1808A,40.367758333,-4.398116667
DENW355,51.03147299999999,7.010934
DENW116,51.342561,6.670195
DENW254,51.46792599999999,6.752535
ES1169A,"36,2087900000","-5,3913800000"
DEHE008,50.12533199999999,8.746343
AT31406,48.08333333279973,16.33722222222222
DESL020,49.23073999999999,7.003174
BELRB01,51.089397131682986,4.33123202731084
DEBE010,52.54304099999999,13.349325999999998
FR33105,45.56942999999999,5.932986
NO0092A,58.147029999519134,7.986620000000001
RO0161A,47.65203475946557,23.554807659999998
DENW101,51.519639000000005,7.464347000000001
FR02009,43.39377999999999,4.801024
RO0144A,45.411189999463225,28.006390000000007
BELHB23,51.170298038832094,4.34100506456284
DENW301,51.431472,6.847664
ES1712A,43.29916666,-2.98722222
AT51000,47.79749999946582,13.053611111111113
BETMEU1,50.895100562429825,4.39271769756616
AT0KLH1,46.767499999464256,15.956110999999998
ES1309A,42.90999999999999,-8.5003
SE0100A,65.58061499959608,22.140417000000003
ES1965A,41.38193007999999,2.066347853
IT1456A,44.11277799999999,9.832778
FR05089,49.500187000000004,0.110903
CZ0SPBR,49.67631530761719,13.991222381591797
FR20037,45.60189999999999,4.802200000000001
PT03089,38.78499999999999,-9.347222
RO0183A,47.68975799946564,22.459067000000005
AT10002,47.33940999946505,16.20808
AT32401,47.81416666946586,16.255
DEBB083,51.56450000000001,14.3764
ES0110A,43.30277776999999,-2.97722222
AT31401,48.0861110994664,16.3022222
CZ0SKUH,49.961299896240234,15.273127555847166
AT60136,47.12027777724249,15.35111111111111
DENW212,50.947268,6.957649
FR09402,46.570004,0.323575
HR0011A,45.698027777777774,18.834638888888886
FR20046,45.77890000000001,4.9247000000000005
FR36001,44.870243,4.876289
LU0101A,49.597689999470255,6.137589999999999
NL00131,51.54111098947734,5.853613850000001
RO0094A,46.108295439463596,23.2256012
AT2SP18,46.80138888835317,13.493888888888886
BELGK06,50.92789184366314,5.47062003748762
NO0071A,59.8986899995346,10.814950000000001
ES1927A,41.50972221999999,-5.746388879999999
AT31301,48.57861109946749,16.580555600000004
FR11025,50.62805,3.09031
GB0636A,51.544209999477346,-0.17526899999999998
IT1624A,41.100556,16.859722
AT0ILL1,47.77027999946578,16.76639
BETR834,51.092000037901386,4.380103544882489
DEHE005,50.10175,8.542517
NL00020,52.37583159948112,4.86084175
DENW182,50.92710699999999,6.582205
BETR511,50.37759210252711,4.4247004504024705
ES0892A,37.199769999999994,-6.92027
IT1143A,44.272529999999996,8.438889
PL0671A,49.483596999469896,20.028992
FR20045,45.7317,4.980300000000001
PL0672A,49.60864699947028,19.966008
AT4S404,48.22527779946668,14.23888889
DEMV028,53.900767,11.4769
BETN054,50.711706094131614,5.103158609453951
GB1056A,50.92026499947482,-1.4634839999999996
FR28028,50.535385,2.6356919999999997
FR20048,45.753299999999996,5.0722
IT1144A,44.29388899999999,8.411389
IT0614A,37.15611899999999,15.190867000000003
IT0860A,43.78582999999999,11.231389999999998
IT0867A,42.40417,12.85833
IT1857A,42.65722,13.70944
IT1901A,43.35278,12.576389999999998
IT2091A,38.86898,16.60832
IT2172A,42.09943999999999,11.79806
IT2173A,41.22306,13.57028
SI0057A,46.48529533646394,14.869431632
PL0673A,52.08062499947974,21.111186000000004
NL00240,51.59360885947757,4.82500839
NL00491,51.93805599947909,4.431111
FR28022,50.308859999999996,2.807369
BETR222,50.61341250188024,5.570222814112579
BETR831,51.34879529232821,4.339709947119869
BETR221,50.65844441718482,5.62783529085265
FR18089,49.435931999999994,2.084292
DEHB013,53.1177,8.69506
NL00007,52.38111114948117,4.845011230000001
DEBB092,52.33468,14.525960000000001
PL0674A,50.666735999473836,17.899137
ES1974A,43.51659999999999,-5.670700000000001
FR03029,43.530285000000006,5.440912000000001
PL0675A,53.85952799948894,23.000750000000004
DESN092,51.036105000000006,13.730205
ES1580A,"43,4605600000","-3,8086100000"
DENW062,50.75363999999999,7.082676
BETR510,50.41643335993693,4.521130208130439
DENW038,51.45346000000001,6.865107
CZ0JJIH,49.40159606933593,15.610245704650879
FR31003,44.849723999999995,-0.543889
IT0499A,46.61948999999999,10.85907
PT03101,38.896111,-9.040278
FR02022,43.675114,4.62921
FR03080,43.94967299999999,4.804341
AT2KA71,46.626616666130765,14.299144444444444
AT30101,48.12027777946647,14.878332999999996
NO0083A,59.91897999953478,10.69707
ES1613A,"40,6646490000","-3,7738650000"
BETR710,51.061277698051676,3.7752623896453605
FR28034,50.62575999999999,2.4732277
FR04034,48.77579999999999,2.3757999999999995
FR10004,51.048579999999994,2.42004
DERP021,50.424674,7.481394000000001
DEBW137,48.526390000000006,8.97944
DEBY121,47.648458999999995,12.188324
RO0127A,45.29933166946319,21.87213898
FR16069,47.747684,7.321364
FR30034,48.68817,6.190431
NO0061A,59.15926999952785,9.635650000000002
NL00807,52.38916778948119,6.40361404
FR05054,49.481087,0.16528900000000002
ES1627A,"37,9755555500","-1,2308333300"
IT1932A,40.36444,18.17306
NL00701,52.45000075948149,4.8166666
RO0139A,44.916217799463155,25.478067400000004
AT9SCHA,48.23536999946673,16.301563
ES1651A,43.2561,-5.7759
FR01064,49.12508,6.181219
FR15038,45.1828,5.7531
IT1334A,46.49528000000001,11.34028
IT1680A,40.700829999999996,17.33194
DEBY118,48.573629,13.422039
BETN016,51.233652206558844,5.1639788463317595
NL00489,51.86888884947877,4.57472229
FR06011,50.32276,3.39593
IT1812A,45.913056,9.496944
FR31039,43.311089999999986,-0.352119
DENI068,51.530199999999994,9.928330000000003
IT1335A,46.66222,11.16194
AT32501,48.408609999467096,15.619166
FR18039,50.129448,1.610833
FR38011,-21.334406,55.459059999999994
DENW206,51.17615,7.08406
PT01044,41.274167,-8.376111
RO0140A,45.13138199946317,25.421743000000003
ES1921A,"37,6030555500","-0,9752777700"
GB0924A,51.51816699947726,0.43954799999999994
FR33101,45.564719999999994,5.928333000000001
FR02020,43.510802999999996,5.220046
FR18043,49.259552,2.474397
CZ0LLIL,50.75510025024413,15.06996726989746
FR24036,43.70207599999999,7.286256
AT60143,47.38249999946512,15.089166666666669
AT30603,48.08611111046639,16.433333333
LU0102A,49.50503999946996,5.976939999999999
AT60183,47.206388888353736,15.345833333333333
IT2009A,40.72444,8.57611
LV0008A,56.51020299950629,27.333369
BETN029,51.01628011153519,2.58232278148975
BETN012,51.25457362283284,3.3625358887015997
FR15043,45.1619,5.7356
NL00433,51.91139220947896,4.32695293
FR06001,50.35853,3.50804
CZ0UCEC,50.303493499755845,13.493802070617678
DENW100,51.16996699999999,6.458842
FR25035,49.358214999999994,1.007853
IT0885A,42.091667,11.8025
IT1110A,43.738889,10.401667000000002
IT1571A,43.94083,10.90528
IT1819A,44.07833299999999,10.097222000000002
IT2175A,42.30181,12.41319
NL00493,51.92694399947903,4.461667000000001
IT1829A,38.198256,15.552934999999998
DESN083,50.84574,12.903367
IT2044A,40.35194,18.17667
FR18053,49.9025,2.3046
DEBB032,52.146264,14.638165999999998
IT1665A,40.45889,18.11611
FR27002,45.367819999999995,4.805147000000001
DESH035,53.896117,9.156908
DENI053,52.99796,7.942570000000001
DEHE059,50.550028,9.684853999999998
FR02041,43.639004,5.101097
IT2058A,41.1347,16.84526
DENW034,51.524021999999995,6.748402
DEBW019,48.396836,9.979031
DEBW005,49.544078,8.465281
FR01011,49.119442,6.180833
FR29429,45.533424,4.623939
AT4S173,48.278888888355695,14.365833333333335
NL00230,51.51944350947725,5.14890242
ES2082A,42.48960000000001,-1.65583
DK0058A,55.397999999498495,10.3669
DENW008,51.53691100000001,7.457463000000001
FR14051,49.745277,4.7191670000000006
PT03085,38.829722,-9.164444
CZ0JKRI,49.38359832763672,16.098615646362305
RO0154A,45.871383669463434,22.908752440000004
DEHE037,50.07719099999999,8.230316
FR10026,50.9578,1.89008
FR14031,48.30166599999999,4.076944
PL0676A,49.565182999470146,21.791307999999997
LT00004,54.67333299949382,25.248902999999995
FR33213,46.190810000000006,6.235535999999999
NL00136,50.88805770947467,5.97111416
BETN063,50.65543910379871,4.668287682824641
DEMV019,53.78175,12.175512
ES1268A,43.35829999999999,-5.8664
ES1297A,42.802777769999985,-5.623611110000001
ES1038A,"43,3463900000","-4,0641700000"
ES1208A,41.150778895,1.120171923
CH0031A,46.95100190361892,7.440871262501774
DEBB021,52.401352,13.059945
NL00016,52.3930587794812,4.870002749999999
PT05007,37.015,-7.926666999999999
DEBY033,48.539801000000004,12.157051
FR36002,44.933514,4.8934809999999995
AT52300,47.69111111057674,13.108055555555557
ES0827A,37.3154,-6.84463
NL00012,52.39000319948122,4.888058190000001
DESH053,53.86223699999999,10.67332
BELSZ02,50.91302042342238,4.51218434619029
AT60195,46.8138888883532,15.212777777777777
GB1051A,52.638676999482406,-1.1242280000000002
IT1938A,39.31339999999999,16.24517
DENW374,51.560875,7.1864
ES1163A,42.68444444,-2.9175000000000004
IT2092A,38.6758,16.09825
NO0119A,60.88364254954405,11.55930063
NL00494,51.92111099947902,4.401389
DEMV023,53.63180500000001,11.398332
ES1836A,"41,6422200000","-0,8619400000"
FR04179,48.83038699999999,2.269889
GB1036A,54.5725859994932,-5.974944
AT4S156,48.257777777244534,13.039722222222224
ES1964A,41.386638989,2.0573924930000005
DEMV017,53.30235199999999,11.362965
FR14201,49.349149999999995,4.069595
PT06008,32.807777999999985,-16.886389
FR16029,48.610363,7.781631
IT1544A,44.106667,9.857778
AT72910,46.82773199946431,12.765622
AT60180,47.409442999465156,15.253333000000001
ES1661A,"42,0747200000","-1,6269400000"
DEBW022,48.57817799999999,7.802317000000001
AT32301,48.21249999946667,15.634167
FR34013,47.90707400000001,1.901139
ES1798A,43.35419999999999,-8.4247
DERP001,49.515052,8.402374
ES1805A,"40,7806333330","-3,7021472220"
DEHE112,50.072118999999994,8.228865
DEHH070,53.55566799999999,9.943012
AT30302,48.050277999466324,16.675278
ES1868A,"42,8758000000","-8,5592000000"
DENW067,52.023169,8.548389
DENW096,51.154614,6.42571
DEBY001,49.304888999999996,10.572297
FR10132,50.61048,1.9914499999999997
AT90LOB,48.16206944391096,16.525613888888902
ES0011R,38.47277999999999,-6.923609999999999
ES1624A,38.24222222,-0.68277777
ES1635A,38.35944444,-0.4719444400000001
HU0034A,47.09111099946466,17.901122
IT1182A,43.08889,12.44194
IT1560A,43.55472,10.32972
IT2004A,43.10443999999999,12.37472
IT2167A,42.42139,14.27917
PL0677A,50.29912799947253,21.440941999999996
ES1899A,41.308402496999996,1.647339954
BETN035,50.97754137851153,4.8376180156986095
ES1529A,"43,4677800000","-3,7902800000"
ES2048A,43.377399999999994,-8.4369
DEHB012,53.12456099999999,8.735047
NL00495,51.93194579947907,4.22777796
FR23140,47.204395,-1.5528280000000003
BETH201,50.62499156929639,5.547464182570811
DEHH079,53.54526899999999,9.944815
DEBB048,52.93189,12.809481
GB0896A,51.63269599947774,-3.9473739999999995
DEBY028,48.90951799999999,11.879245
IT1660A,40.49444,17.23306
DEMV025,54.319230000000005,13.081009999999997
NL00485,51.866107939478766,4.35527754
NL00236,51.46972274947704,5.472783569999999
FR12047,43.803889999999996,1.595833
IT2229A,44.11093999999999,9.95503
NL00551,52.46301399948156,4.601922000000001
DEBE051,52.64416899999999,13.483079
DEBY063,49.015245,12.101557
DEBW013,48.8088,9.229745
FR14028,49.046099999999996,3.955911
FI00564,60.16963999953714,24.93924
ES1366A,42.40469999999999,-8.6703
NL00241,51.60333251947762,4.780847069999999
FR18035,49.86889,2.239806
GB0926A,53.81997199948872,-1.576361
NL00404,52.07805633947973,4.28917217
PT02020,40.233056,-7.301944
DEHE062,50.80716699999999,8.770508
FR82010,47.51030699999999,6.794
DEBB053,52.56383499999998,14.015251999999998
DEBW056,49.107878,9.733231
LT00031,55.7077779995006,21.141111000000002
IT1702A,40.650830000000006,17.94361
DEBB067,52.608608999999994,12.885193999999998
ES0824A,"43,3069000000","-5,7057000000"
IT2087A,38.95955,16.29517
PT05012,37.31249999999999,-7.678611
FR34047,48.76089,1.23365
DEHH015,53.52326200000001,10.021227000000001
PL0678A,49.54653899947009,21.851006
DEBY056,49.47221,10.984705
FR82020,47.640667,6.859278000000001
RO0141A,45.418809999463235,28.01785
FR04098,48.84028,2.635278
ES1525A,"40,4452777700","-3,7063888800"
ES1684A,41.492082862999986,2.042497085
AT80709,47.459687777243005,9.640553333333333
FR20047,45.82322299999999,4.953958000000001
DESH022,54.781429999999986,9.43809
IT1947A,39.066666999999995,9.008889
DESH015,53.924712,9.532635
FR08617,43.925391999999995,4.265814
GB0645A,51.47706999947706,0.317969
NL00418,51.915000919478985,4.48028898
DETH043,50.984874,11.019353
DEMV012,53.52045600000001,14.257407000000002
SE0058A,55.58474699949976,13.00623
PT03084,38.754166999999995,-9.230833
ES1162A,"41,3163888800","-4,9091666600"
ES0118A,"40,4216666600","-3,6822222200"
FR09399,46.32174699999999,-0.465972
DENW040,51.385254999999994,6.763001
FR18042,49.851334,3.284
IT1940A,38.22976,16.25518
AT0PIL1,48.72111110946783,15.94222222
FR36019,45.04249999999999,5.044300000000001
FR33211,46.19582999999999,6.240556
FR12052,43.230278,0.062222000000000006
ES1272A,43.52989999999999,-5.673499999999999
NL00318,51.295276639476306,3.7494583100000005
NL00017,52.35805510948106,4.900000099999999
IT2132A,45.840559999999996,13.49833
FR15017,45.19048999999999,5.687023
NL00636,52.10611099947986,5.125286
ES0567A,41.384906375,2.119573944
DENW081,51.862,6.874554
FR31001,44.86138999999999,-0.579444
BETM204,50.611922706951646,5.611149762819431
NL00704,52.43000030948138,4.7699999800000015
DENW043,51.45117699999999,7.030603
NL00639,52.06888899947969,5.121114000000001
CH0056A,47.04578160623093,8.304385812514505
FR03070,43.43785999999999,6.768366
ES1882A,"38,1147222200","-1,8686111100"
FR15018,45.360175999999996,5.589419
NL00570,52.48659999948166,4.638641999999999
HR0012A,46.16905555555555,15.66063888888889
DEMV003,53.559784,13.266439999999998
AT60138,47.094361110564684,15.415111111111102
ES0017R,37.051939999999995,-6.55528
ES1591A,42.558611109999994,-6.725555549999999
CZ0KKVA,50.235584259033196,12.88524341583252
DEBW033,48.88903899999999,8.665536
IT0862A,43.78667,11.2875
IT0950A,43.46110999999999,11.88889
IT1847A,45.03477999999999,6.83592
IT2241A,44.0311,10.132760000000001
ES1896A,41.320516155,1.664199192
FR27007,45.608219999999996,5.270872
AT2VI12,46.61249999946407,13.841389
DEMV021,54.17133,12.080003000000001
FR29441,45.44798,4.388764
FR31040,44.508655999999995,0.142503
ES1886A,"39,4272222200","-0,7838888800"
AT60191,47.13555555502029,15.323611111111111
DEBY009,49.898329999999994,10.887686
IT1740A,41.067054999999996,15.722746
IT2110A,39.48963,16.3868
IT2275A,38.174341,15.546511999999998
IT1818A,40.82777999999999,16.56028
ES1779A,"42,4400000000","-2,2390000000"
DEBW080,49.00795999999998,8.38719
NL00247,51.407501219476785,5.39333344
NL00738,52.112499239479874,5.70861912
ES0879A,43.5503,-5.8989
FR01020,49.35833699999999,6.156942
FR08030,43.609974,3.898611
SE155528,59.65421399953233,12.596441999999998
SE155531,55.37287499949833,13.157458
SE0095A,62.38855999955954,17.30889
AT30701,48.52888888835624,15.942777777777776
ES1937A,"40,3980555500","-3,6866666600"
FR09203,46.16161,-1.211203
DK0051A,56.15055846950371,10.2008419
CH0050A,46.23109493384378,6.074174389242333
PT06005,32.649722,-16.918333
DEBY021,48.769444,11.428766000000001
RO0099A,44.85817099946314,24.87715
RO0103A,45.286193849463196,25.08058357
ES1832A,41.93277777,-4.47
LT00021,56.31943999950491,22.87084000000001
BA0001G,43.778332,18.020281
ES0041A,43.26111111,-2.94472222
DESN019,50.826001,12.542055999999999
SE155527,59.314573999529244,18.075712
DENW066,51.326943,6.195868
ES1612A,"40,4461027780","-3,8689944440"
NL00572,52.47439999948162,4.6288
AT80710,47.432490832798536,9.650482222222223
DEMV031,54.17729,12.09792
FR31043,43.47023999999999,-1.553843
FR05090,49.514686999999995,0.100645
IT1536A,44.117777999999994,9.842777999999997
DEHB002,53.060044999999995,8.916966
DEBW004,49.07655,8.40666
DEBB055,52.420442,12.552303
IT1883A,44.315278,8.485556
ES1433A,43.275699999999986,-5.596000000000001
FR04023,49.04639,2.043056
FR01060,49.16884999999999,6.212669
CH0021A,47.370924766047644,8.523538809228302
DEBW081,49.028594000000005,8.355628
FR33102,45.59666999999999,5.918611
IT1608A,40.5625,17.20333
IT1614A,40.41194,17.28389
ES1499A,"43,0483333300","-2,1911111100"
IT1843A,42.84861,13.61944
FR24033,44.555195,6.073015
DESL013,49.322646000000006,6.753639
ES1517A,"39,8348100000","3,1455600000"
FR82070,47.351288,6.359722
DERP025,49.052321,8.253547
FR21016,49.17527799999999,-0.353611
ES0651A,"37,6033333300","-0,9133333300"
FI00568,60.402309999539334,25.097890000000003
CH0046A,46.195600905988876,6.211248318446131
PL0680A,50.35865899947273,20.886184
SE0085A,56.04718499950296,12.691633000000001
ES1856A,41.426077199999995,2.147992032
SK0004A,48.14473299946652,17.113619
DEST050,51.496185,11.979055999999998
IT1897A,41.04600299999999,15.787626
FR15048,45.2797,5.8822
FR06009,50.172489999999996,3.2360600000000006
DESN091,50.720405,12.486621
CH0055A,46.20778708090936,6.141125827367762
DEHE063,49.64323799999999,8.642
SE0103A,58.59168699952289,16.198027
ES1595A,"43,2983333300","-2,9302777700"
AT72106,47.27128999946495,11.4169445
DENW245,50.764801,6.232622000000001
HR0022A,43.51065277777777,16.449341666666665
DEST066,51.870852,12.663663000000001
IT2139A,40.64582999999999,17.96055
RO0101A,44.98060799946314,24.762619000000004
FR31036,43.704722999999994,-1.038611
FR24009,43.558387999999994,7.005919
AT72227,47.278069999464954,11.512496999999998
NL00488,51.89389037947889,4.487499710000001
ES1387A,39.96277777,-0.23333333000000003
ES1601A,38.88763,-7.01145
ES1615A,39.47277999999999,-6.3602799999999995
CZ0LJNM,50.72736358642578,15.162156105041504
IT2184A,43.3378,11.325
LV0026A,56.95484699950962,24.104756
ES1826A,39.55138888,-0.46083333000000004
ES2010A,41.629999999999995,-4.74055555
ES2041A,41.91613999999999,0.19110100000000002
FR33120,45.9225,6.87
FR31002,44.800556,-0.588056
NL00550,52.370510999481105,4.642318999999999
FR27008,45.353187999999996,4.804822000000001
ES2007A,"37,5744444400","-0,9266666600"
ES1632A,41.62055555,-4.746666659999999
IT0854A,44.418055999999986,8.92737
FR19002,48.10860999999999,-1.6658600000000001
AT30201,47.95916699946615,16.205833
CH0044A,47.43871590485302,8.5701164567099
DEHB004,53.180946,8.625456
PT03096,39.35249999999999,-8.466111
FR10032,50.69434999999999,1.5765700000000002
DEBY111,49.943637,11.570087999999998
FR07034,45.775696,3.0962500000000004
FR08020,43.67576199999999,4.088422
DEHB005,53.562455,8.569405000000001
DEMV007,54.16155499999999,12.174105000000003
FR01012,49.110283,6.223336
ES1636A,41.65611111,-4.733888880000001
CH0058A,47.39519368168417,8.52608104148236
FR34018,47.997901999999996,2.719514
DENW059,50.88981400000001,6.985164
DERP020,49.75419199999999,6.646762000000001
ES1492A,42.855555550000005,-2.66805555
CZ0KSOM,50.17282485961913,12.672818183898926
ES1914A,"38,4547222200","-0,8033333300"
ES1275A,41.689049442,2.495746675
IT1610A,40.42332999999999,17.22528
BETN073,50.50271634144125,4.98842295409252
AT60151,46.87138888835327,15.495833333333332
AT31904,48.276388888366796,15.935
DEST091,51.84057599999999,12.244763999999998
BG0070A,42.63719199999999,23.243864000000002
BETWOL1,50.85657823781407,4.42570368424423
FR29426,45.475327,4.515003000000001
ES1753A,"42,3400000000","-2,0590000000"
CH0017A,47.56591498115458,7.582077442012522
IT1457A,44.101667,9.818611
DEHE013,51.314248000000006,9.483397
GB0598A,50.90813999947476,-1.395778
DEBY093,49.48798299999999,11.786341
DEMV026,54.32351400000001,13.342138000000002
NL00561,52.33356099948094,4.773589000000001
NL00565,52.327449999480905,4.715072000000001
SE0067A,57.69785799951545,11.960547
GB1061A,51.45489599947699,-0.9403820000000003
ES1905A,"42,9981000000","-7,5500000000"
DEHE018,50.010324999999995,8.451527
DEHB001,53.077151,8.81578
IT1899A,37.515714,15.010788
PT01031,41.252222,-8.660556
FR31006,44.84138999999998,-0.65
DENI029,53.362350000000006,7.207260000000001
DEMV024,53.396348,12.463929000000002
FR20061,45.986216999999996,4.719637
DEHH033,53.638290999999995,9.998009
FR41001,41.924686,8.735692
DESN006,51.125,12.493056
SE0091A,64.75050399958594,20.960501000000004
DEHH008,53.56414,9.967882
DERP007,50.017078,8.216498
GB0919A,53.95188899948948,-1.075861
FR15045,45.05779999999999,5.6767
FR09106,45.651450000000004,0.16236667
NL00442,51.80065917947847,4.70821381
ES1631A,"41,6455555500","-4,7302777700"
ES2075A,43.345699999999994,-5.9697000000000005
DEBY188,49.32273,11.02792
DESN004,51.175669,14.443770999999998
FR22009,49.165726,6.716886000000001
EE0020A,59.431114199530285,24.760564800000004
DESN051,51.119514,13.675005
NL00934,53.331665039486005,6.27750874
DESH023,53.835492,10.695936000000001
